"",".id","pars","X50.","X2.5.","X97.5.","Rhat","n_eff","n_eff_less10pct"
"1","nwis_01608500","c",0.218083922856212,0.197258948414803,0.380335707532335,1.00673246500467,318.824796820739,"true"
"2","nwis_01608500","s",0.783671569129638,0.135395962336174,3.20673903355355,1.00123494684026,1847.84242771065,"false"
"341","nwis_01608500","r",0.217353973243519,0.136933162264524,0.298908014684801,1.00011881705952,3529.1529450163,"false"
"342","nwis_01608500","lambda",-0.0240598605539391,-0.0332413119478265,-0.0144954406112956,1.00054109216992,2792.15495740246,"false"
"343","nwis_01608500","sig_p",0.346669965588532,0.300071335963344,0.397060638214814,1.00102515995409,2364.90452101197,"false"
"344","nwis_01608500","sig_o",0.750379634739278,0.644919750747784,0.862651601569352,1.00096595536868,1793.60730278353,"false"
"1022","nwis_01649190","c",0.0882676802247059,0.0815611754043855,0.145248129065587,1.01940888298737,188.369905382931,"true"
"1023","nwis_01649190","s",1.74923089951155,0.42896107196018,3.46270938042675,1.0002825622347,4222.46941107422,"false"
"1340","nwis_01649190","r",0.246861455351134,0.146528341480181,0.365363048493131,1.00121900436457,2063.71258108972,"false"
"1341","nwis_01649190","lambda",-0.0677853757346467,-0.104567756798952,-0.0355082331159642,1.00129150402054,3520.66210688288,"false"
"1342","nwis_01649190","sig_p",0.406204538955349,0.337688276863559,0.485866217420843,1.00231633625077,1148.90658477767,"false"
"1343","nwis_01649190","sig_o",0.306306279980964,0.25306613250272,0.368410405784716,1.00676548172782,675.139480264917,"true"
"1977","nwis_02336526","c",0.604557476539166,0.215133881357989,0.84055885752533,1.0629534116585,49.1525518957626,"true"
"1978","nwis_02336526","s",1.5648751384633,0.182266448512799,3.50719409442764,1.00014355198499,5728.9361429097,"false"
"2302","nwis_02336526","r",0.0970947345744708,0.0362227637895353,0.163327004326035,1.00229536508899,3908.91164855833,"false"
"2303","nwis_02336526","lambda",-0.035278761042356,-0.0536019118752382,-0.0176170998876298,1.00061100901705,3935.02379824674,"false"
"2304","nwis_02336526","sig_p",0.36097128012475,0.312073810825826,0.417839630311152,1.00082059689131,1738.61737580209,"false"
"2305","nwis_02336526","sig_o",0.254086135490134,0.209806282428066,0.301189975880742,1.00182150996677,996.638061342254,"true"
"2953","nwis_07191222","c",0.772807768725875,0.748015544894515,0.958304733961503,1.02181663676167,233.960047806433,"true"
"2954","nwis_07191222","s",1.02240040097859,0.0847226862871588,3.09879755532684,0.999971636601336,5883.0738781112,"false"
"3301","nwis_07191222","r",0.0643067240393025,0.0299415869719502,0.112267639577105,1.00410327075409,1004.88710238582,"false"
"3302","nwis_07191222","lambda",-0.0262225196310815,-0.0440127506537356,-0.012619813074873,1.00340273584719,963.457917478167,"true"
"3303","nwis_07191222","sig_p",0.110000539490239,0.0832862097287601,0.157052744859543,1.00767219824374,400.301590576573,"true"
"3304","nwis_07191222","sig_o",0.350729783380934,0.316655693101579,0.383919057591746,1.00095020719652,1913.50930198557,"false"
"3998","nwis_08447300","c",1.00029097738216,0.638240074124819,1.01927407762362,3.13122419100295,2.70838277215428,"true"
"3999","nwis_08447300","s",1.62327644363921,0.288909260100442,3.55828751604825,1.19092701706826,7.43004778938721,"true"
"4337","nwis_08447300","r",0.22345662563992,0.0993497003284174,1.73520189651327,3.43371265479473,2.53289063882962,"true"
"4338","nwis_08447300","lambda",-0.0155685432925767,-0.121813169279157,-0.006874419447476,3.38303845752549,2.54384254123748,"true"
"4339","nwis_08447300","sig_p",0.0658433828994587,0.000996611449832809,0.10400469423979,2.69871501225795,2.55958366544058,"true"
"4340","nwis_08447300","sig_o",1.59831588872078,1.34985800141757,2.80198166792043,2.88341981106036,2.67799577184146,"true"
"5016","nwis_11044000","c",0.233964976813486,0.0663779709439698,0.377303769431873,1.00779639226869,341.030275686608,"true"
"5017","nwis_11044000","s",1.54693386708019,0.272066013062719,3.44323300046103,0.999924696381217,6708.19167698092,"false"
"5300","nwis_11044000","r",0.0606116406889421,0.0142597479153066,0.111766895494465,1.00259860203442,2271.34544483064,"false"
"5301","nwis_11044000","lambda",-0.0107859814960934,-0.0198844241133558,-0.00261657860811062,1.00155896540692,3060.97230857068,"false"
"5302","nwis_11044000","sig_p",0.184184601953173,0.150433962735448,0.222424680704367,1.00338153093282,1356.22972853592,"false"
"5303","nwis_11044000","sig_o",0.579320559597529,0.488647006649116,0.681700796772444,1.00428730611963,1425.6119061053,"false"
